month,baseline_auc,enhanced_auc,diff,n_test
2019-11,0.4505494505494506,0.2967032967032967,-0.1538461538461539,20
2019-12,0.5875,0.75,0.16249999999999998,21
2020-01,0.6944444444444444,0.4814814814814815,-0.2129629629629629,21
2020-02,0.3111111111111111,0.33333333333333337,0.022222222222222254,19
2020-03,0.547008547008547,0.7863247863247863,0.23931623931623935,22
2020-04,0.5648148148148149,0.4166666666666667,-0.1481481481481482,21
2020-05,0.7500000000000002,0.2619047619047619,-0.4880952380952383,20
2020-06,0.6696428571428571,0.3660714285714286,-0.3035714285714285,22
2020-07,0.6696428571428572,0.5982142857142858,-0.0714285714285714,22
2020-08,0.4852941176470588,0.6029411764705882,0.11764705882352938,21
2020-09,0.5,0.2636363636363636,-0.2363636363636364,21
2020-10,0.5916666666666667,0.31666666666666665,-0.275,22
2020-11,0.625,0.42708333333333337,-0.19791666666666663,20
2020-12,0.5206611570247934,0.5619834710743802,0.04132231404958675,22
2021-01,0.5,0.36904761904761907,-0.13095238095238093,19
2021-02,0.5909090909090909,0.36363636363636365,-0.2272727272727273,19
2021-03,0.5833333333333334,0.3333333333333333,-0.25000000000000006,23
2021-04,0.5192307692307692,0.576923076923077,0.05769230769230782,21
2021-05,0.65,0.51,-0.14,20
2021-06,0.5625,0.6160714285714286,0.0535714285714286,22
2021-07,0.5181818181818181,0.18181818181818182,-0.33636363636363625,21
2021-08,0.45833333333333337,0.46875,0.01041666666666663,22
2021-09,0.4903846153846153,0.49038461538461536,5.551115123125783e-17,21
2021-10,0.4222222222222223,0.45555555555555555,0.03333333333333327,21
2021-11,0.5192307692307693,0.7788461538461539,0.2596153846153846,21
2021-12,0.25,0.4,0.15000000000000002,22
2022-01,0.4615384615384615,0.42857142857142855,-0.03296703296703296,20
2022-02,0.36363636363636365,0.5568181818181819,0.19318181818181823,19
2022-03,0.4696969696969697,0.4621212121212121,-0.0075757575757576245,23
2022-04,0.37373737373737376,0.6363636363636364,0.2626262626262626,20
2022-05,0.509090909090909,0.6272727272727272,0.11818181818181817,21
2022-06,0.4814814814814815,0.3425925925925926,-0.1388888888888889,21
2022-07,0.42424242424242425,0.45454545454545453,0.030303030303030276,20
2022-08,0.4761904761904762,0.5079365079365079,0.03174603174603169,23
2022-09,0.6346153846153847,0.42307692307692313,-0.21153846153846156,21
2022-10,0.4807692307692308,0.6346153846153846,0.1538461538461538,21
2022-11,0.4818181818181818,0.7090909090909091,0.2272727272727273,21
2022-12,0.5,0.5918367346938775,0.09183673469387754,21
2023-01,0.4725274725274726,0.6703296703296704,0.19780219780219777,20
2023-02,0.8095238095238095,0.5952380952380952,-0.2142857142857143,19
2023-03,0.5,0.6416666666666666,0.1416666666666666,23
2023-04,0.47777777777777786,0.5666666666666667,0.0888888888888888,19
2023-05,0.4297520661157025,0.4958677685950413,0.06611570247933879,22
2023-06,0.5,0.5918367346938775,0.09183673469387754,21
2023-07,0.5104166666666667,0.3854166666666667,-0.12500000000000006,20
2023-08,0.7121212121212122,0.696969696969697,-0.015151515151515138,23
2023-09,0.5625,0.5416666666666667,-0.02083333333333326,20
2023-10,0.45,0.4666666666666667,0.016666666666666663,22
2023-11,0.4875,0.475,-0.012500000000000011,21
2023-12,0.3516483516483517,0.4175824175824176,0.06593406593406592,20
